"Component";"Component Name";"Category Code";"Category String";"Sequence No";"Message";"Description";"Exception Class";
"CON";"CONTACT";"3";"PERMISSION";"401";"Insufficient write rights for this folder. Unable to attach document. Context %4$d Folder %1$d Object %2$d User %3$d";"";"";
"CON";"CONTACT";"3";"PERMISSION";"402";"Insufficient write rights for this folder. Unable to attach document. Context %4$d Folder %1$d Object %2$d User %3$d";"";"";
"CON";"CONTACT";"4";"TRY_AGAIN";"158";"The image you tried to attach is not a valid picture. It may be broken or is not a valid file.";"58";"";
"CON";"CONTACT";"4";"TRY_AGAIN";"159";"The image you tried to attach is not a valid picture. It may be broken or is not a valid file.";"59";"";
"CON";"CONTACT";"4";"TRY_AGAIN";"163";"Mandatory field last name is not set.";"63";"";
"CON";"CONTACT";"4";"TRY_AGAIN";"199";"Mandatory field last name is not set.";"62";"";
"CON";"CONTACT";"4";"TRY_AGAIN";"226";"The object you requested can not be found. Try again. Context %1$d Folder %2$d User %3$d Object %4$d";"26";"";
"CON";"CONTACT";"4";"TRY_AGAIN";"240";"The object has changed on server side since it was last fetched. Context %1$d Folder %2$d User %3$d Object %4$d";"40";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"203";"Unable to pick up a connection from the DBPool";"3";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"207";"Unable to pick up a connection from the DBPool";"7";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"213";"Unable to pick up a connection from the DBPool";"13";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"219";"Unable to pick up a connection from the DBPool";"19";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"220";"Unable to pick up a connection from the DBPool";"20";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"229";"Unable to pick up a connection from the DBPool";"29";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"230";"Unable to pick up a connection from the DBPool";"30";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"236";"Unable to pick up a connection from the DBPool";"36";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"243";"Unable to pick up a connection from the DBPool";"43";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"245";"Unable to pick up a connection from the DBPool";"45";"";
"CON";"CONTACT";"6";"SOCKET_CONNECTION";"247";"Unable to pick up a connection from the DBPool";"47";"";
"CON";"CONTACT";"8";"CODE_ERROR";"106";"Unable to insert contacts! Context: %d";"6";"";
"CON";"CONTACT";"8";"CODE_ERROR";"107";"Got a -1 ID from IDGenerator";"7";"";
"CON";"CONTACT";"8";"CODE_ERROR";"108";"Unable to scale image down.";"8";"";
"CON";"CONTACT";"8";"CODE_ERROR";"109";"Unable to insert Contact. Context: %d";"9";"";
"CON";"CONTACT";"8";"CODE_ERROR";"116";"Unable to syncronize the old contact with the new changes: Context %1$d Object %2$d";"16";"";
"CON";"CONTACT";"8";"CODE_ERROR";"120";"Unable to update contact. Context %1$d Object %2$d";"20";"";
"CON";"CONTACT";"8";"CODE_ERROR";"121";"An error occurred: Object id is -1";"21";"";
"CON";"CONTACT";"8";"CODE_ERROR";"123";"Unable to scale image down.";"23";"";
"CON";"CONTACT";"8";"CODE_ERROR";"124";"Unable to update contact. Context %1$d Object %2$d";"24";"";
"CON";"CONTACT";"8";"CODE_ERROR";"125";"Contact not found! Context %1$d";"25";"";
"CON";"CONTACT";"8";"CODE_ERROR";"126";"Unable to load contact: Context %1$d";"26";"";
"CON";"CONTACT";"8";"CODE_ERROR";"127";"Unable to delete Contact: Context %1$d Contact %2$d";"27";"";
"CON";"CONTACT";"8";"CODE_ERROR";"128";"Unable to load dristributionlist: Context %1$d Contact %2$d";"28";"";
"CON";"CONTACT";"8";"CODE_ERROR";"129";"Unable to save dristributionlist: Context %1$d Contact %2$d";"29";"";
"CON";"CONTACT";"8";"CODE_ERROR";"130";"Unable to update dristributionlist : Context %1$d Contact %2$d";"30";"";
"CON";"CONTACT";"8";"CODE_ERROR";"131";"Unable to delete dristributionlist by id : Context %1$d Contact %2$d";"31";"";
"CON";"CONTACT";"8";"CODE_ERROR";"132";"Unable to load linked contacts : Context %1$d Contact %2$d";"32";"";
"CON";"CONTACT";"8";"CODE_ERROR";"133";"Unable to save Linking between Contacts : Context %1$d Contact %2$d";"33";"";
"CON";"CONTACT";"8";"CODE_ERROR";"134";"Unable to delete linking between contacts : Context %1$d Contact %2$d";"34";"";
"CON";"CONTACT";"8";"CODE_ERROR";"135";"Unable to load contact image: Context %1$d Contact %2$d";"35";"";
"CON";"CONTACT";"8";"CODE_ERROR";"137";"Unable to save contact Image: Context %1$d Contact %2$d";"37";"";
"CON";"CONTACT";"8";"CODE_ERROR";"139";"Unable to update contact image: Context %1$d Contact %2$d";"39";"";
"CON";"CONTACT";"8";"CODE_ERROR";"140";"Unable to perform contact folder check for readable content: Context %1$d Folder %2$d";"40";"";
"CON";"CONTACT";"8";"CODE_ERROR";"144";"Critical Error occurred. This folder contains a contact with no id. Context %1$d Folder %2$d";"44";"";
"CON";"CONTACT";"8";"CODE_ERROR";"145";"Unable to delete contacts from this folder. Context %1$d Folder %2$d";"45";"";
"CON";"CONTACT";"8";"CODE_ERROR";"146";"Unable to trigger object Events: Context %1$d Folder %2$d";"46";"";
"CON";"CONTACT";"8";"CODE_ERROR";"148";"Unable to delete dristributionlist by id : Context %1$d Contact %2$d";"48";"";
"CON";"CONTACT";"8";"CODE_ERROR";"149";"Unable to pick up a connection from the DBPool";"49";"";
"CON";"CONTACT";"8";"CODE_ERROR";"150";"Unable to pick up a connection from the DBPool";"50";"";
"CON";"CONTACT";"8";"CODE_ERROR";"151";"Unable to pick up a connection from the DBPool";"51";"";
"CON";"CONTACT";"8";"CODE_ERROR";"153";"Unable to pick up a connection from the DBPool";"53";"";
"CON";"CONTACT";"8";"CODE_ERROR";"155";"Unable to pick up a connection from the DBPool";"55";"";
"CON";"CONTACT";"8";"CODE_ERROR";"160";"This contact has no folder id: Entry %1$d Context %2$d";"60";"";
"CON";"CONTACT";"8";"CODE_ERROR";"161";"This Contact has no FolderID: Entry %1$d Context %2$d";"61";"";
"CON";"CONTACT";"8";"CODE_ERROR";"200";"Unable to initialize Event queue";"0";"";
"CON";"CONTACT";"8";"CODE_ERROR";"201";"Unable to initialize Event queue";"1";"";
"CON";"CONTACT";"8";"CODE_ERROR";"206";"Unable fetch the number of elements in this Folder. Context %1$d Folder %2$d User %3$d";"6";"";
"CON";"CONTACT";"8";"CODE_ERROR";"208";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"8";"";
"CON";"CONTACT";"8";"CODE_ERROR";"211";"An error occurred during the load of folder objects. Context %1$d Folder %2$d User %3$d";"11";"";
"CON";"CONTACT";"8";"CODE_ERROR";"212";"An error occurred during the load of folder objects. Context %1$d Folder %2$d User %3$d";"12";"";
"CON";"CONTACT";"8";"CODE_ERROR";"214";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"14";"";
"CON";"CONTACT";"8";"CODE_ERROR";"217";"An error occurred during the load of folder objects by an extended search. Context %1$d Folder %2$d User %3$d";"17";"";
"CON";"CONTACT";"8";"CODE_ERROR";"218";"An error occurred during the load of folder objects by an extended search. Context %1$d Folder %2$d User %3$d";"18";"";
"CON";"CONTACT";"8";"CODE_ERROR";"221";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"21";"";
"CON";"CONTACT";"8";"CODE_ERROR";"224";"An error occurred during the load of folder objects by a simple search. Context %1$d Folder %2$d User %3$d";"24";"";
"CON";"CONTACT";"8";"CODE_ERROR";"225";"An error occurred during the load of folder objects by a simple search. Context %1$d Folder %2$d User %3$d";"25";"";
"CON";"CONTACT";"8";"CODE_ERROR";"227";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"27";"";
"CON";"CONTACT";"8";"CODE_ERROR";"231";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"31";"";
"CON";"CONTACT";"8";"CODE_ERROR";"233";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"33";"";
"CON";"CONTACT";"8";"CODE_ERROR";"234";"An error occurred during the load of modified objects from a folder. Context %1$d Folder %2$d User %3$d";"34";"";
"CON";"CONTACT";"8";"CODE_ERROR";"235";"An error occurred during the load of modified objects from a folder. Context %1$d Folder %2$d User %3$d";"35";"";
"CON";"CONTACT";"8";"CODE_ERROR";"237";"An error occurred during the load of deleted objects from a folder. Context %1$d Folder %2$d User %3$d";"37";"";
"CON";"CONTACT";"8";"CODE_ERROR";"238";"An error occurred during the load of deleted objects from a folder. Context %1$d Folder %2$d User %3$d";"38";"";
"CON";"CONTACT";"8";"CODE_ERROR";"239";"Unable to delete this contact. Object not found. Context %1$d Folder %2$d User %3$d Object %4$d";"39";"";
"CON";"CONTACT";"8";"CODE_ERROR";"241";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"41";"";
"CON";"CONTACT";"8";"CODE_ERROR";"244";"Unable to delete contact object. Context %1$d Folder %2$d User %3$d Object %4$d";"44";"";
"CON";"CONTACT";"8";"CODE_ERROR";"248";"Unable to load objects. Context %1$d User %2$d";"48";"";
"CON";"CONTACT";"8";"CODE_ERROR";"249";"Unable to load objects. Context %1$d User %2$d";"49";"";
"CON";"CONTACT";"8";"CODE_ERROR";"250";"Unable to load objects. Context %1$d User %2$d";"50";"";
"CON";"CONTACT";"8";"CODE_ERROR";"251";"Unable to load objects. Context %1$d User %2$d";"51";"";
"CON";"CONTACT";"8";"CODE_ERROR";"256";"Unable to initialize Event queue";"56";"";
"CON";"CONTACT";"8";"CODE_ERROR";"500";"Need at least a ContactObject and a value to set %s";"";"";
"CON";"CONTACT";"8";"CODE_ERROR";"600";"Could not convert given string %s to a date.";"";"";
"CON";"CONTACT";"8";"CODE_ERROR";"600";"Could not convert given object %s to a date when setting %s.";"";"";
"CON";"CONTACT";"8";"CODE_ERROR";"800";"Need at least a ContactObject to get the value of %s";"";"";
"CON";"CONTACT";"12";"TRUNCATED";"154";"One or more fields contain too much information. Fields: %1$s Character Limit: %2$d Sent %3$d";"54";"";
"MAIL";"MAIL";"1";"USER_INPUT";"15";"Wrong message %s header: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"18";"Message could not be sent to the following recipients: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"55";"Invalid email address %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"64";"No attachment was found with id %s in message %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"65";"Upload quota (%d) exceeded for file %s (size=%d)";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"66";"Upload quota (%d) exceeded";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"69";"%s attachment could not be save due to an unsupported MIME type %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"74";"There are no recipient(s) for the new message.";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"88";"Mail folder cannot be created. Name must not contain character '%s'";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"98";"Message move aborted for user %s. Source and destination folder are equal: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"99";"No administer permission specified by user %s for folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"100";"Folder owner's administer permission must not be removed from folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"1";"USER_INPUT";"103";"Bad value %s in parameter %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"2";"USER_CONFIGURATION";"40";"User %s has no mail module access due to user configuration";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"8";"Wrong or missing login data to access server %s: User: %s | Context: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"16";"An attempt was made to open a read-only folder with read-write: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"21";"User %s has no access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"22";"User %s has no read access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"23";"Folder %s does not hold messages and is therefore not selectable";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"26";"User %s has no delete access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"28";"User %s has no insert access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"30";"User %s has no lookup access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"31";"Folder %s cannot be updated";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"32";"Default folder %s cannot be updated";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"33";"User %s has no create access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"34";"A folder named %s already exists";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"36";"User %s has no administer access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"38";"Folder %s cannot be deleted";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"39";"Default folder %s cannot be deleted";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"42";"User %s has no write access to IMAP folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"59";"User %s has no keep-seen access to mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"75";"Draft message could not be edited in read-only mail folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"85";"Folder %s does not allow subfolders.";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"94";"There was an issue in authenticating your E-Mail password. This may be because of a recent password change. To continue please logout now and then log back in with your most current password. (server=%s, user=%s, context=%s)";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"102";"The rights composed by user %s could not be applied to new folder %s due to missing administer right in its initial rights specified by IMAP server. The folder has been created anyway.";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"3";"PERMISSION";"105";"Mail folder %s must not be moved to subsequent folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"4";"TRY_AGAIN";"3";"Connection was reset. Please try again.";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"4";"TRY_AGAIN";"86";"Process was interrupted while waiting for a free IMAP connection. Please try again.";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"1";"Connection was refused or timed out while attempting to connect to remote server %s for user %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"2";"No route to host: server (%s) cannot be reached";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"4";"Port %s was unreachable on remote server";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"6";"Connection is broken due to a socket exception on remote server: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"7";"The IP address of host "%s" could not be determined";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"72";"IMAP search failed due to following reason: %s Switching to application-based search";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"73";"IMAP sort failed due to following reason: %s Switching to application-based sorting";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"95";"SpamAssassin not installed or its executable has not been found";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"7";"INTERNAL_ERROR";"7";"A part's content could not be read from message %s in mail folder %s";"TODO";"com.openexchange.mail.MailException";
"MAIL";"MAIL";"7";"INTERNAL_ERROR";"81";"Invalid Content-Type value: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"7";"INTERNAL_ERROR";"84";"A protocol exception occurred during execution of an IMAP request: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"7";"INTERNAL_ERROR";"87";"Flag %s could not be changed in message %d in folder %s due to following reason: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"7";"INTERNAL_ERROR";"90";"A part's content could not be read from message %s in mail folder %s of user %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"7";"INTERNAL_ERROR";"97";"Move partially completed for user %s. Source message(s) %s in folder %s could not be deleted due to following error: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"7";"INTERNAL_ERROR";"101";"Message could not be sent because it is too large";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"1";"Missing parameter %s";"TODO";"com.openexchange.mail.MailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"2";"Invalid permission values: fp=%d orp=%d owp=%d odp=%d";"TODO";"com.openexchange.mail.MailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"3";"A JSON error occured: %s";"TODO";"com.openexchange.mail.MailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"4";"Missing parameter in mail connection: %s";"TODO";"com.openexchange.mail.MailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"6";"Invalid multipart content. Number of enclosed contents is 0";"TODO";"com.openexchange.mail.MailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"8";"An I/O error occured";"TODO";"com.openexchange.mail.MailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"9";"Folder is closed: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"10";"Folder not found: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"11";"Illegal write attempt: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"12";"Invalid method on an expunged message: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"13";"Method not supported: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"14";"Session attempts to instantiate a provider that doesn't exist: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"17";"Invalid search expression: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"19";"Store already closed: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"20";"Internal error: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"24";"Missing field %s in message %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"25";"Missing header %s in message %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"27";"Missing %s folder in mail move operation";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"29";"Message(s) %s could not be found in folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"35";"Update of folder %s failed";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"37";"Deletion of folder %s failed";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"41";"The message to send contains an invalid attachment %s: neither content nor attachment's filename is set";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"43";"IMAP default folder %s could not be created";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"44";"Missing default %s folder in user mail settings";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"45";"Number of search fields (%d) do not match number of search patterns (%d)";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"46";"No send address could be found for user %s in user configuration";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"47";"Mail folder "%s" could not be created (maybe due to insufficient permission on parental folder %s)";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"49";"Invalid attachment %s: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"50";"Missing key %s in message's JSON representation";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"51";"Missing value in key %s in message's JSON representation";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"52";"Either key %s or key %s is mssing in message's JSON representation";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"53";"Both %s and %s must not be present in message's JSON representation";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"54";"Missing parameter %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"56";"Message could not be sent";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"57";"Invalid unique message identifier: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"58";"Could not create a PartModifier instance from name %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"60";"Unknown parameter container type %d";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"61";"Invalid integer value %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"62";"Action %s is not supported by %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"63";"Deletion of message %s failed";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"68";"Unknown (IMAP) folder open mode %d";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"70";"Versit object could not be saved";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"71";"Unsupported MIME type %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"76";"Folder read-only check failed";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"78";"Unknown or unsupported action: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"79";"Unknown color label: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"80";"Move/Copy failed. New message with UID %d could not be found in destination folder %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"89";"A JSON syntax error occurred: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"91";"An IMAP error occurred: %s";"TODO";"com.openexchange.imap.OXMailException";
"MAIL";"MAIL";"8";"CODE_ERROR";"92";"A socket error occurred: %s";"TODO";"com.openexchange.imap.OXMailException";
